genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
african-american classical,0.9255341402855370,0.283975667287399,218619.10024829300,0.1421949224084420,0.4320272616821850,0.1433540657976410,-24.61947206703910,0.0588104748603351,132.72893202979500,0.2644644165114840,30.64944134078210,5
afro dancehall,0.1439002482196970,0.6434583333333330,199565.2285353540,0.7646818181818180,0.0072262542929292,0.1687770202020200,-5.698983585858590,0.1601521464646460,131.96408964646500,0.6193598484848490,44.135101010101,11
afro house,0.3216666666666670,0.636,236572.33333333300,0.5706666666666670,0.1335673333333330,0.1258333333333330,-10.103833333333300,0.1270333333333330,139.69800000000000,0.6205,48.33333333333330,6
afro psych,0.2280666666666670,0.6243333333333330,331866.66666666700,0.722,0.1449692433333330,0.2333333333333330,-10.926333333333300,0.0545333333333333,111.682,0.8303333333333330,36.0,7
afro soul,0.00627,0.7660000000000000,202627.0,0.873,0.0,0.0764,-6.381,0.143,126.988,0.743,77.0,11
afro-funk,0.1375592592592590,0.8031481481481480,286121.48148148100,0.7242962962962960,0.0798404222222222,0.0937037037037037,-8.909833333333330,0.0959462962962963,114.17362962963000,0.8796296296296300,28.33333333333330,0
afrobeat,0.3608718067607340,0.6329610303477770,320584.21705095000,0.6190763879414470,0.3140237645946230,0.1520585542783830,-9.931080518421170,0.0603776928584909,117.10862177680100,0.710820172464364,39.99435661557380,0
afrofuturism,0.2481634593146480,0.6335189768676740,288939.43166504200,0.581705356229114,0.1279611452847070,0.1975452786949100,-9.079584287901100,0.141947563687649,110.50069322962200,0.4588383044797960,45.43323475601020,7
afrofuturismo brasileiro,0.626,0.484,247120.0,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,37.0,7
afropop,0.436659746365678,0.6258032134839120,309968.9752713150,0.5345246397821520,0.1513956875250820,0.1598840348384810,-11.091498759690800,0.077084721017059,116.54245898097500,0.6484711262788880,41.38034148461420,7
afroswing,0.31845,0.71175,179995.375,0.5801875,0.000257895,0.18995,-7.0166875,0.1955625,83.250125,0.676625,77.3125,11
aggrotech,0.01186776,0.6013333333333330,236315.0,0.7123333333333330,0.2520000000000000,0.2596666666666670,-6.408000000000000,0.0342333333333333,116.72133333333300,0.4433333333333330,55.66666666666670,1
alabama indie,0.3232776022727270,0.557375,242200.63636363600,0.6261477272727270,0.0574323738636363,0.1192795454545450,-8.763204545454550,0.0487181818181818,120.2792840909090,0.5246704545454550,47.63636363636360,7
alabama metal,0.002748,0.4065,199820.0,0.8660000000000000,1.105E-06,0.1406,-3.666,0.0741,110.375,0.446,49.5,6
alabama rap,0.1407727340641440,0.6861151282409350,224676.31951077600,0.6118896802122610,0.0004707370890006,0.1623089703486480,-6.678095261369450,0.1694465195736160,114.11048540706600,0.4694354280128470,53.22484522645810,2
alaska indie,0.1338666666666670,0.7396666666666670,186644.3333333330,0.4646666666666670,7.75E-05,0.0832,-9.337,0.0472333333333333,134.41466666666700,0.7393333333333330,56.33333333333330,6
albanian pop,0.00287,0.6830000000000000,187106.0,0.665,0.0,0.0839,-8.405,0.0499,127.968,0.667,42.0,8
albany ny indie,0.0005639999999999,0.852,215427.0,0.251,0.7560000000000000,0.0957,-13.225,0.0683,141.759,0.186,0.0,8
alberta country,0.2077672619047620,0.5939916666666670,206540.95,0.7349738095238100,1.95852857142857E-05,0.2258033333333330,-6.57517619047619,0.0557580952380952,113.51413095238100,0.5968142857142860,51.49047619047620,4
alberta hip hop,0.33,0.885,144000.0,0.685,0.0,0.148,-6.429000000000000,0.0627,99.954,0.937,78.5,11
album rock,0.1861824547987220,0.512030610234557,268948.224959657,0.6604173890677080,0.0737218923351972,0.21488953424232,-9.885866901716900,0.056725599017659,124.21652716618,0.5518872818188620,38.26057678819570,9
albuquerque indie,0.3502145925925930,0.5621018518518520,227711.3518518520,0.5874537037037040,0.0164056148148148,0.1803731481481480,-8.425898148148150,0.0334611111111111,126.22573148148100,0.5921296296296300,51.11111111111110,9
alt-idol,0.000304725,0.46625,240353.75,0.9662500000000000,0.22580875,0.3509,-2.6232500000000000,0.16655,131.12875,0.38475,60.25,1
alte,0.0692,0.797,188889.0,0.5670000000000000,0.0,0.0705,-7.503000000000000,0.0651,108.024,0.843,66.0,2
alternative americana,0.3482192708333330,0.493904513888889,224527.29861111100,0.4982638888888890,0.1712250775694440,0.1912529513888890,-9.79526736111111,0.0469487847222222,125.1544184027780,0.4446961805555560,49.82291666666670,7
alternative country,0.4071150580061160,0.5425796669270010,249887.8559483780,0.5181552411956070,0.0393726645833564,0.1747228346275170,-10.290235627460500,0.0451604442303254,120.26777292129800,0.5137621412515360,42.85791917624280,9
alternative dance,0.1518057072040020,0.6040664401877520,268439.2936782170,0.7370190259126490,0.2112709603567980,0.1914646453326590,-6.637478840309940,0.0549305113528005,126.09572290508500,0.5260616902218980,51.05249879643900,2
alternative emo,0.1281222615468700,0.4948079814315670,216945.0483378260,0.7158729260257560,0.0439424859029649,0.1892919646600780,-7.037806588799040,0.0721165738244983,130.59866433063800,0.4431474543276430,47.24684037136870,5
alternative hip hop,0.1882624872239790,0.7009170241158570,246410.96788355500,0.6928150714421380,0.0373739561853813,0.2346039974925760,-7.516890543495350,0.2506472150144870,106.86016172123100,0.612556826541036,47.22568090235550,1
alternative metal,0.058247125931528,0.4588281151396740,245465.761759632,0.8308012093781900,0.1010593598200340,0.2100297731250430,-5.887320968125030,0.0826876575048229,126.2008731227210,0.4153036925825160,47.29666726624180,2
alternative pop,0.1100678324866580,0.4550662576444720,221230.53096509300,0.7592710154263730,0.2146155300291310,0.1725948149737170,-8.791657368369070,0.0509041313131313,128.57391879006900,0.5475577360080400,37.63709806397310,9
alternative pop rock,0.1704674458874460,0.6192294372294370,200145.9480519480,0.7202441558441560,1.21223376623377E-05,0.1875830303030300,-4.751005194805200,0.0687059307359307,116.99954891774900,0.6437601731601730,54.08095238095240,10
alternative r&b,0.3071436408855490,0.6622768826542450,232475.3738807660,0.5442857186530900,0.0219713253480924,0.1720057522211180,-8.077162285469460,0.1314752588869070,114.09290373594300,0.4490272115741770,58.48419410253860,7
alternative rock,0.1570587193792130,0.4783424276886570,240339.44120031700,0.7117322313989150,0.165487829112564,0.1903904814380270,-8.305646269880700,0.0622740005330204,125.4851876376680,0.5058402960386080,42.72960825695090,7
alternative roots rock,0.2691217368421050,0.4933421052631580,253674.0,0.618157894736842,0.1072080881578950,0.1696342105263160,-7.2721710526315800,0.0584947368421052,113.2267894736840,0.4261842105263160,45.76315789473680,9
ambeat,0.4431139926739930,0.748507326007326,234658.49450549400,0.6540732600732600,0.1680697875457880,0.1392917582417580,-7.358032967032970,0.1387919413919410,98.54111355311360,0.6927600732600730,49.7014652014652,1
ambient,0.6732743467076510,0.3350752947488820,350676.8253885040,0.2762974584117710,0.7529056017847180,0.1255357696644400,-19.52910198007930,0.0432678166697356,107.28752653132200,0.1914820761450740,43.24113652812280,11
ambient black metal,0.001325495,0.2638333333333330,356480.0,0.7681666666666670,0.7681833333333330,0.3260333333333330,-9.345000000000000,0.0573666666666666,111.02750000000000,0.2410166666666670,43.83333333333330,4
ambient folk,0.6440242450142450,0.5285972934472930,229449.8165242170,0.3786123076923080,0.1543727159330480,0.1588068945868950,-12.00958618233620,0.0586554558404558,114.24553490028500,0.3076021367521370,44.30612535612540,9
ambient house,0.06545,0.6360000000000000,294900.0,0.8122500000000000,0.1646,0.29,-12.18375,0.045725,115.005,0.4335,40.5,6
ambient idm,0.4775,0.3505,364264.0,0.5795000000000000,0.46250715,0.1205,-10.510000000000000,0.0575,150.4915,0.2385,54.0,8
ambient industrial,0.0431,0.746,234013.0,0.723,0.82,0.0849,-15.59,0.0457,126.575,0.92,28.0,0
ambient pop,0.7447083333333330,0.2764166666666670,228796.46666666700,0.21773,0.7208758000000000,0.1265233333333330,-17.869,0.036085,95.92368333333330,0.1686683333333330,44.58333333333330,2
ambient techno,0.12025,0.726,361744.66666666700,0.5588333333333330,0.3489,0.0939,-13.136666666666700,0.0317,122.89266666666700,0.8104166666666670,36.833333333333300,1
ambient worship,0.5109172222222220,0.3374277777777780,301781.86527777800,0.4615041666666670,0.2321298890416670,0.11332625,-9.622626388888890,0.0374893055555555,104.61098055555600,0.2157533333333330,54.90972222222220,6
american 21st century classical,0.987,0.15565,254533.0,0.02395,0.8915000000000000,0.0968,-29.108,0.0451,69.16650000000000,0.04755,46.5,1
american choir,0.895728896103896,0.229740742481203,212363.2002734110,0.209583198051948,0.1553976012559810,0.336345078605605,-19.877883885851000,0.0968618421052631,103.75853251025300,0.1959252093301440,23.71227785372520,6
american classical piano,0.9766781523472090,0.3553547222172740,298995.2670396940,0.0965707140494388,0.8111316967654990,0.1363879780403580,-25.65141646685480,0.0466985206274767,104.73920251396000,0.2466597114470230,24.39556906216930,8
american contemporary classical,0.9383158147749040,0.3181496647509580,331714.74317229400,0.1110884352550290,0.481779547225934,0.1429941977969350,-25.93967103987070,0.0516221138649425,99.85311179058910,0.2673089520474140,30.58515625,9
american early music,0.995,0.1715,160866.5,0.06905,0.0415615,0.121,-26.524500000000000,0.05225,168.6375,0.0923,41.0,6
american folk revival,0.8494754221484920,0.5351211372263030,170889.91076588800,0.2310090143503360,0.0372094803755711,0.1648142832740200,-15.390472594470000,0.0760713774224328,112.64414577679900,0.5249713529734980,18.69569121216560,2
american metalcore,0.00257805,0.4075000000000000,230631.0,0.928,0.000266125,0.185425,-4.625000000000000,0.2014,151.46100000000000,0.2129,44.0,9
american modern classical,0.8906899671532350,0.3973823574849170,280077.85890892900,0.2668459794892680,0.419244293047126,0.2324952150490900,-17.601216754556200,0.131171136064159,117.09688837919900,0.4015047579500620,8.804251166944680,7
american oi,0.5382362000000000,0.4955200000000000,158653.28000000000,0.51652,0.3233761200000000,0.349756,-12.559320000000000,0.0459,142.33868,0.7918400000000000,26.72000000000000,5
american orchestra,0.8773235141712310,0.2672358330558830,343928.5888429490,0.1759945011458160,0.5513107056471640,0.2390380854923200,-21.826575462080300,0.0546432133842804,101.77994512400900,0.2127989448922160,23.995722638899700,0
american post-rock,0.3120729583333330,0.4566979166666670,300117.2604166670,0.4505552083333330,0.6765515833333330,0.1602791666666670,-13.17078125,0.0430677083333333,111.22938541666700,0.2371072916666670,47.51041666666670,1
american primitive,0.6602178279569890,0.3490272401433690,328638.67383512500,0.3724985663082440,0.8419738351254480,0.1293662007168460,-14.712518279569900,0.0417268817204301,120.15716272401400,0.3767143369175630,22.87849462365590,11
american romanticism,0.9545708041958040,0.3173994755244760,187616.50524475500,0.1434371503496500,0.4849568627972030,0.1439192307692310,-19.62419405594410,0.0428595279720279,115.72976311188800,0.2346690559440560,16.46153846153850,1
american shoegaze,0.19400142,0.3704,339934.8,0.7158,0.6326000000000000,0.1591333333333330,-9.320466666666670,0.0363066666666666,110.41086666666700,0.4142,45.06666666666670,6
anadolu rock,0.5589,0.5321,252515.3,0.472,0.174072,0.1769,-13.1144,0.07428,98.6146,0.6318000000000000,41.2,7
anarcho-punk,0.0561828678205128,0.2862726495726500,205265.3316239320,0.8606162393162390,0.0093583044273504,0.2868564102564100,-9.56566153846154,0.1265423076923080,177.9410769230770,0.5194268376068380,39.04358974358970,9
anglican liturgy,0.933919191919192,0.2392565656565660,218504.58585858600,0.1345641414141410,0.3680460555555560,0.138190404040404,-21.54920202020200,0.0601651515151515,86.86002525252530,0.2706393939393940,21.21212121212120,0
animal singing,0.8060000000000000,0.799,126286.5,0.6395,0.0,0.1935,-5.9875,0.04235,114.6885,0.9025,11.0,7
anime,0.1265907762197260,0.4836419202644200,240516.82043992000,0.8271425737100740,0.0915275815684889,0.180590817977068,-4.833713902538900,0.0766524428161927,133.086681964432,0.4573374254124260,55.960329647829600,1
anime latino,0.280674382,0.49878,230376.22000000000,0.8619,4.4832E-06,0.265878,-3.2522,0.051698,142.34088,0.5861960000000000,57.3,0
anime rock,0.0861238968253968,0.5016576719576720,233282.091005291,0.8613870370370370,0.0219136133333333,0.2287392592592590,-3.733998148148150,0.0800457936507936,134.97291772486800,0.5243174603174600,59.07222222222220,11
anime score,0.3001385636021500,0.4735439909670030,223791.40982049000,0.647054981249025,0.3008432606336700,0.1668462409711570,-8.463057128094630,0.0736475151891989,123.06658317640900,0.3749125433471900,50.53980281174040,5
ann arbor indie,0.2777700000000000,0.5473723076923080,217904.9846153850,0.4504707692307690,0.1248526798461540,0.130480923076923,-8.802236923076920,0.0603372307692307,89.71947076923080,0.3518830769230770,53.57230769230770,6
anthem emo,0.137116346313364,0.5088797235023040,209948.9689708140,0.7309107526881720,0.0150137989247311,0.2160917665130570,-6.018700307219660,0.0780191705069124,130.43316113671300,0.4286671274961600,51.12964669738860,5
anthem worship,0.2143777071479060,0.4736439744173600,295393.9840439690,0.6044717815758260,0.0188752537301414,0.2228770242280710,-7.504177604929940,0.0477256137254632,122.93612993328100,0.3279395366817830,53.03484529461590,11
anti-folk,0.4478504474790860,0.5122209371908250,222971.8225081430,0.5295718562147000,0.1478188595302930,0.1797501785717590,-9.709752455580810,0.0572956949872782,121.43844573824200,0.5013088334543560,44.37824682273650,7
antilliaanse folklore,0.95,0.583,190787.0,0.5660000000000000,0.847,0.109,-15.002,0.0476,124.095,0.932,0.0,0
antiviral pop,0.1776613627988680,0.6606965950715950,206002.6288711290,0.7229747335997340,0.0191548969638694,0.2184725899100900,-6.718926989676990,0.1077311105561110,123.82994014319000,0.6122801781551780,54.3221361971362,2
appalachian folk,0.7895768912437670,0.5505155188554030,183226.35682643000,0.3328343937305260,0.1019588765571130,0.1972383479614160,-13.286964224022500,0.0684825910607964,121.15910383361000,0.6413043110775420,19.271003039359800,9
arab folk,0.8366269163292850,0.3939167192456670,367517.46227675800,0.2808800651979600,0.3530875701304620,0.252596821380374,-16.097358330266200,0.0661276839388681,103.56169157158600,0.4362034342850130,21.271099514520600,7
arab groove,0.4122283333333330,0.5436666666666670,212859.16666666700,0.4224166666666670,0.4692515625,0.1904166666666670,-12.97525,0.0346416666666666,111.64358333333300,0.5035,38.833333333333300,10
arab pop,0.4787710884353740,0.5789103741496600,286914.0157312930,0.5411381802721090,0.0550049149030612,0.1702254251700680,-9.560584948979590,0.0538875765306122,119.62892823129200,0.6027473639455780,35.188775510204100,0
arabesk,0.5632000000000000,0.415,226634.2,0.5714,9.9226E-05,0.10428,-8.7186,0.04948,142.2314,0.4826,43.6,8
arabic hip hop,0.78,0.351,493796.0,0.606,0.0,0.535,-0.91,0.0311,87.889,0.513,0.0,0
arabic jazz,0.9076666666666670,0.4878333333333330,397971.33333333300,0.1718333333333330,0.3396255,0.1263333333333330,-19.114,0.0457833333333333,118.93916666666700,0.386,36.16666666666670,7
argentine ambient,0.8341666666666670,0.4756666666666670,162273.16666666700,0.3537300000000000,0.5200015833333330,0.1363333333333330,-14.393166666666700,0.03855,144.23033333333300,0.2995,54.83333333333330,4
argentine hardcore,0.01081,0.6900000000000000,239713.5,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,0.655,47.5,6
argentine heavy metal,0.0501025,0.58375,316881.25,0.759375,0.08593275,0.1492,-7.255750000000000,0.1272625,145.01850000000000,0.507375,52.625,11
argentine hip hop,0.3449875,0.737125,303028.04166666700,0.6904791666666670,7.75833333333333E-07,0.1094875,-4.9554375,0.1553416666666670,139.72464583333300,0.5983541666666670,74.97916666666670,1
argentine indie,0.2921151428571430,0.5578571428571430,295973.4142857140,0.5646314285714290,0.1636000085714290,0.1683514285714290,-12.613314285714300,0.0491414285714285,101.24104285714300,0.5946142857142860,51.1,6
argentine metal,0.0185,0.62,293360.0,0.816,0.0074099999999999,0.0984,-6.2080000000000000,0.222,179.99200000000000,0.6680000000000000,49.0,1
argentine punk,0.0364683333333333,0.5710000000000000,243449.16666666700,0.7865000000000000,0.0049088833333333,0.4062,-7.974833333333330,0.0578,108.19316666666700,0.5781666666666670,50.16666666666670,6
argentine reggae,0.0830244444444444,0.7523425925925930,237022.5185185190,0.5389537037037040,0.000319994074074,0.1097657407407410,-7.863740740740740,0.072187037037037,128.0917777777780,0.7569074074074080,60.27777777777780,9
argentine rock,0.2338865029542980,0.5855264629397460,261144.0876276190,0.6270374086373790,0.0542357839285903,0.2043738449275890,-9.387355544835390,0.0483543277109977,116.4855398368690,0.5866263886163990,55.63371341720180,7
argentine telepop,0.194,0.622,201773.0,0.6970000000000000,0.0,0.305,-11.158,0.0288,138.013,0.843,59.0,9
arizona punk,0.03678,0.4903333333333330,235542.33333333300,0.9396666666666670,4E-07,0.1931,-3.7956666666666700,0.0950333333333333,116.578,0.4443333333333330,49.0,11
arkansas country,0.5302252723031900,0.5749568775620480,189181.4192774830,0.4908733883173270,0.0089367881334792,0.2251949538683530,-9.724140923208390,0.0525619854771702,115.01379399311900,0.6016882580456940,38.81333743435040,9
arkansas hip hop,0.1776833333333330,0.6745,228268.83333333300,0.6735000000000000,0.0,0.2521333333333330,-5.359666666666670,0.1976666666666670,149.661,0.3738333333333330,64.83333333333330,7
arkansas indie,0.2365,0.4300000000000000,265170.5,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.1685,50.0,3
armenian folk,0.993,0.1370000000000000,292000.0,0.128175,0.915,0.11675,-19.49525,0.046875,87.93800000000000,0.0445,37.0,7
art pop,0.3383074238750950,0.539091243531713,253557.0743622470,0.5387304519147820,0.2036786836700210,0.1698784614664000,-9.834776589336710,0.0541889099777296,120.42871675141700,0.4183113668460190,50.09396319551780,7
art punk,0.1647652383200000,0.5492970916563720,222741.9486153870,0.7200015723101650,0.2002163155879330,0.2211822239075340,-9.24317246040222,0.0767543761390978,127.48230490904700,0.6162230973854130,34.95197102763390,9
art rock,0.2965775587064540,0.4977119857814100,276878.3248675960,0.5664272798175690,0.1900378010049800,0.1919497117149580,-11.412487050381700,0.0559253285536446,120.91833433140100,0.5178603495627800,36.804587762338500,9
art song,0.9875466155810980,0.3407063005534270,242920.83386547500,0.1111799063431250,0.0923775224010217,0.1189526287782030,-19.44371200510860,0.0505823329076202,114.95943965517200,0.1979045232013620,18.357705406556000,10
asbury park indie,0.000969,0.557,226853.0,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,50.0,0
asheville indie,0.6006666666666670,0.5480000000000000,257521.66666666700,0.517,0.3123333333333330,0.1216666666666670,-7.7923333333333300,0.0342,106.58766666666700,0.5393333333333330,47.0,0
asian american hip hop,0.2330938095238100,0.7636000000000000,196914.89523809500,0.6513952380952380,0.0004699328571428,0.18369,-6.776066666666670,0.1208147619047620,108.3532761904760,0.4919761904761910,61.84761904761910,1
asmr,0.4809677777777780,0.1852222222222220,203037.3333333330,0.3083333333333330,0.9171111111111110,0.2194444444444440,-19.465666666666700,0.0643111111111111,80.81955555555550,0.0270111111111111,63.0,10
athens indie,0.1734283817805380,0.5096802967563840,243839.7098214290,0.6540589415113870,0.2381676500224290,0.1574449771394070,-9.104683445479640,0.0419573606797791,126.17643148291900,0.5339337754485850,40.99592391304350,11
atl hip hop,0.1294327886431700,0.7353641372237830,244548.80577964300,0.6461326983215860,0.0128198066452594,0.1929176388145040,-6.704093316676610,0.1824821022068610,123.14134458460500,0.5284738472723500,51.9581621254174,1
atl trap,0.1329269683494910,0.7221309398010800,234431.22041896700,0.6156240664375030,0.0060391947060759,0.1998197812851820,-7.099126384583790,0.2177776421687390,124.51356938982900,0.4966118827552750,56.33085113742050,2
atlanta indie,0.152908,0.5667,218955.44,0.7082600000000000,0.09881184,0.26024,-7.60262,0.0516,122.26438,0.6192800000000000,52.28,10
atlanta metal,0.0091204608333333,0.4490611111111110,217496.5277777780,0.9244583333333330,0.1544642844444440,0.2131375,-4.874466666666670,0.0864238888888889,122.70448888888900,0.4282527777777780,47.78888888888890,1
atlanta punk,0.1622,0.5065,138560.0,0.6695,0.000406,0.203,-7.0745,0.0336,155.7905,0.821,48.0,11
atmosphere,0.8895132653061230,0.2700989795918370,188269.90816326500,0.118075,0.8704693877551020,0.1136801020408160,-24.016530612244900,0.0608918367346938,93.49492346938780,0.1361602040816330,51.53571428571430,1
atmospheric black metal,0.001325495,0.2638333333333330,356480.0,0.7681666666666670,0.7681833333333330,0.3260333333333330,-9.345000000000000,0.0573666666666666,111.02750000000000,0.2410166666666670,43.83333333333330,4
atmospheric dnb,0.03,0.6830000000000000,267107.0,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,48.0,2
atmospheric post-metal,2.71E-05,0.29,348640.0,0.7170000000000000,0.816,0.706,-9.439,0.0556,110.271,0.236,40.0,9
atmospheric post-rock,0.00942,0.8690000000000000,308613.0,0.888,0.00111,0.186,-2.7310000000000000,0.0859,135.023,0.856,0.0,4
atmospheric sludge,2.71E-05,0.29,348640.0,0.7170000000000000,0.816,0.706,-9.439,0.0556,110.271,0.236,40.0,9
auckland indie,0.01541476875,0.5735625,221540.0,0.6374375000000000,0.0370886875,0.24785,-6.588750000000000,0.0652124999999999,126.71887500000000,0.36406875,56.125,4
audiophile vocal,0.6398333333333330,0.5125000000000000,196339.83333333300,0.2645666666666670,0.00014681,0.1298,-17.35033333333330,0.0334,84.95633333333330,0.5134333333333330,31.16666666666670,2
aussietronica,0.1376792307692310,0.6307153846153850,260786.0730769230,0.6743076923076920,0.1267890907692310,0.1454515384615380,-6.74313076923077,0.0477765384615384,119.23266153846200,0.3131,60.096153846153900,1
austin americana,0.392044375,0.5716041666666670,278978.6145833330,0.6226354166666670,0.0085853929166666,0.22688125,-7.121666666666670,0.0768416666666666,112.86020833333300,0.4863125,50.65625,7
austin singer-songwriter,0.4756979166666670,0.5395416666666670,291757.1979166670,0.6314791666666670,0.0336805479166666,0.3126166666666670,-9.7305,0.0627208333333333,127.61339583333300,0.5378645833333330,41.16666666666670,9
austindie,0.3291371923076920,0.6055512820512820,241183.3782051280,0.6316153846153850,0.0543868190384615,0.1617115384615380,-7.344634615384620,0.0541243589743589,108.67665384615400,0.5895064102564100,50.94871794871800,9
australian alternative pop,0.6837290434782610,0.4844173913043480,250463.1652173910,0.3959739130434780,0.0073400462608695,0.1433669565217390,-8.90901739130435,0.0443878260869565,122.80941739130400,0.1335026086956520,63.04347826086960,5
australian alternative rock,0.0857656291666666,0.5318218750000000,229777.91979166700,0.7707020833333330,0.0353603359895833,0.1997782291666670,-7.595144791666670,0.0636109375,117.68733333333300,0.5546041666666670,44.40312500000000,2
australian ambient,0.987,0.301,367667.0,0.0089,0.907,0.101,-30.804,0.0371,127.536,0.0897,58.0,1
australian children's music,0.4910464935064930,0.7097467532467530,116084.8116883120,0.4308636363636360,1.01233766233766E-05,0.1723246753246750,-12.065409090909100,0.0894603896103896,139.49703896103900,0.7661168831168830,42.051948051948000,7
australian choir,0.993,0.291,164000.0,0.0218,3.5E-06,0.0766,-25.876,0.0528,136.83700000000000,0.291,15.0,10
australian classical,0.359525,0.3570000000000000,128650.0,0.171075,0.454875,0.10745,-19.9035,0.0359,104.83375,0.1565500000000000,26.0,9
